original_description,expanded_query,compliance_status,confidence_level,compliance_reasoning,recommendations,answer,references,Score
NBFS-DigContract ID-validation: Signing Accepting Party (1 or more) SELF or PROXY,"What are the validation requirements for the Signing Accepting Party in the NBFS-DigContract ID process, specifically regarding whether the party can self-sign or must use a proxy?",Insufficient Information,Low,The company's documented answer does not specify the validation requirements for the Signing Accepting Party concerning whether the party can self-sign or must use a proxy. This lack of detail makes it impossible to assess compliance with the requirement.,"The company should provide detailed documentation regarding the specific validation requirements for the Signing Accepting Party, including conditions under which self-signing or proxy signing is permitted in the NBFS-DigContract ID process.","The provided context does not specify the validation requirements for the Signing Accepting Party in the NBFS-DigContract ID process, including whether the party can self-sign or must use a proxy.",0ef7e1ba-491b-48a2-9f03-edc9d5b20d7d; 0640c22c-1f0a-45ad-9046-d5891fe03f08; edc87a10-2155-4e98-8053-b0a1434c172b; 3a69805b-07ac-43b4-9662-efa217273531; 0f81d73f-2e2b-4ce4-bccc-f36725cad694; d4a2294f-a26b-432f-b137-ed86772067a2; ff9abf3d-4272-46e7-abb1-5467266b846b; a0ca1eef-03a8-4e1a-a16a-55e985b6f912; 98f831cd-b9a5-4925-8f61-a47bf40091eb; f0c3a3ac-10f1-4d7c-8217-cb4976628492,0
NBFS-DigContract ID-validation: Beneficiary (1 or more),"What processes are in place to validate the identification, verification, and authentication of one or more beneficiaries in the NBFS-DigContract ID system, ensuring compliance with digital identity controls and requirements outlined in the current regulatory framework?",Compliant,High,"The company's documented answer outlines a comprehensive process for validating identification, verification, and authentication of beneficiaries in the NBFS-DigContract ID system. The mention of ID scanning, liveness checks, OTP verification, and the use of OCR technology for data extraction covers the core requirements of the digital identity controls as specified in the regulation. Overall, the response provides sufficient detail to support compliance with the outlined requirements.",None required.,"The NBFS-DigContract ID system validates identification, verification, and authentication of beneficiaries through a rigorous process that includes ID scanning, liveness checks, and OTP verification, ensuring compliance with digital identity controls and regulatory requirements. The GateID eKYC subsystem processes ID and selfie images, applies OCR technology to extract and verify data, and detects fraudulent ID cases, guaranteeing accurate and secure identity validation.",0ef7e1ba-491b-48a2-9f03-edc9d5b20d7d; edc87a10-2155-4e98-8053-b0a1434c172b; 0640c22c-1f0a-45ad-9046-d5891fe03f08; f0c3a3ac-10f1-4d7c-8217-cb4976628492; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; 98f831cd-b9a5-4925-8f61-a47bf40091eb; d4a2294f-a26b-432f-b137-ed86772067a2; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; db80b2bc-8967-4e86-8725-610c615154e9; 4bbcc0f7-8686-41f4-813e-5e846320dac6,1
NBFS-DigContract ID-validation: Signing Offering Party (1 or more),"What procedures are in place to validate the identity of the signing offering party or parties in the NBFS-DigContract process, ensuring compliance with digital identity verification requirements?",Compliant,High,"The company has detailed procedures in place for validating the identity of the signing offering party or parties, including ID scanning, liveness checks, and OTP verification. This aligns with the digital identity control requirements outlined in the regulations, specifically those involving multi-factor validation and core identity processes. The process also mentions the involvement of a Partner and the GateID system for verification, which adds an additional layer of compliance.",None required.,"The procedures in place to validate the identity of the signing offering party or parties in the NBFS-DigContract process include the User sending identity information to the Partner, which involves ID scanning, liveness checks, and One-Time Password (OTP) verification; the Partner then validates this identity before forwarding it to the GateID system for further verification, where GateID ensures that the data fields match the User data provided, fulfilling the digital identity verification requirements.",0ef7e1ba-491b-48a2-9f03-edc9d5b20d7d; 0640c22c-1f0a-45ad-9046-d5891fe03f08; edc87a10-2155-4e98-8053-b0a1434c172b; d4a2294f-a26b-432f-b137-ed86772067a2; ff9abf3d-4272-46e7-abb1-5467266b846b; 3a69805b-07ac-43b4-9662-efa217273531; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; db80b2bc-8967-4e86-8725-610c615154e9; f0c3a3ac-10f1-4d7c-8217-cb4976628492; 98f831cd-b9a5-4925-8f61-a47bf40091eb,1
NBFS-DigContract Contentment,"What are the specific requirements and obligations outlined in ""NBFS-DigContract"" regarding customer identity verification, consent verification, and electronic contract storage as per the Digital Financial Technology Regulations?",Insufficient Information,Low,"The company's documented answer indicates a lack of specific details regarding the ""NBFS-DigContract"" requirements for customer identity verification, consent verification, and electronic contract storage. As a result, it does not adequately demonstrate compliance with the outlined Digital Financial Technology Regulations.","The company should provide detailed documentation demonstrating its practices for customer identity verification including the multi-factor requirements, customer consent verification processes, and methods for electronic contract storage, including encryption technology used and retention policies. This information is essential to determine compliance accurately.","The context provided does not include specific details about the ""NBFS-DigContract"" requirements or obligations concerning customer identity verification, consent verification, and electronic contract storage as outlined in the Digital Financial Technology Regulations. Therefore, I am unable to answer your question accurately based on the available information.",edc87a10-2155-4e98-8053-b0a1434c172b; 3a69805b-07ac-43b4-9662-efa217273531; 0640c22c-1f0a-45ad-9046-d5891fe03f08; ff9abf3d-4272-46e7-abb1-5467266b846b; 98f831cd-b9a5-4925-8f61-a47bf40091eb; db80b2bc-8967-4e86-8725-610c615154e9; d4a2294f-a26b-432f-b137-ed86772067a2; de8dc633-b7a6-4052-a58a-d20acb4f399b; 0f81d73f-2e2b-4ce4-bccc-f36725cad694; a0ca1eef-03a8-4e1a-a16a-55e985b6f912,0
NBFS-DigContract Contentment: Legal Elegibility (الأهلية),"What documents and processes are in place to ensure the legal eligibility of contracts under the Digital Financial Technology Regulations, specifically regarding customer identity verification, consent verification, and compliance with the requirements outlined in Law No. 5 of 2022?",Compliant,High,"Optomatica has demonstrated sufficient measures for customer identity verification through its robust eKYC infrastructure, which includes necessary identification, verification, and authentication processes as mandated by the Digital Financial Technology Regulations and Law No. 5 of 2022. Additionally, their mention of consent verification in the digital signing process aligns well with the regulatory requirements for verifying customer consent.",None required.,"Optomatica employs a robust e-signature infrastructure that includes a comprehensive Know Your Client (eKYC) component responsible for verifying customer identities through ID scanning, liveness checks, and matching documents with selfies, ensuring compliance with the Digital Financial Technology Regulations and Law No. 5 of 2022. Additionally, the digital signing process incorporates consent verification and adheres to regulatory requirements, reflecting Optomatica's commitment to legal eligibility and operational compliance in digital transactions.",ff9abf3d-4272-46e7-abb1-5467266b846b; db80b2bc-8967-4e86-8725-610c615154e9; 3a69805b-07ac-43b4-9662-efa217273531; d4a2294f-a26b-432f-b137-ed86772067a2; edc87a10-2155-4e98-8053-b0a1434c172b; 98f831cd-b9a5-4925-8f61-a47bf40091eb; 0640c22c-1f0a-45ad-9046-d5891fe03f08; a0ca1eef-03a8-4e1a-a16a-55e985b6f912; de8dc633-b7a6-4052-a58a-d20acb4f399b; 55f0a523-eaec-4e6a-89aa-cabf9164ec36,1
NBFS-DigContract Contentment: Wilingness (الإرادة),What are the documented procedures and practices in place to ensure the willingness (الإرادة) and legal consent of customers in the context of digital contracts according to our compliance with digital identity verification and consent requirements?,Compliant,High,"The company has documented comprehensive procedures for ensuring customer willingness and legal consent in digital contracts, including digital identity verification processes and secure digital signing mechanisms. This aligns with the regulatory requirements outlined in the Digital Financial Technology Regulations.",None required.,"Optomatica ensures the willingness and legal consent of customers in the context of digital contracts through comprehensive digital identity verification processes, which include scanning ID documents, performing biometric checks such as liveness verification, and obtaining user consent via secure digital signing within the GateID platform. These practices ensure that customers provide informed consent in compliance with relevant regulations, thereby enhancing the integrity and legality of digital transactions.",ff9abf3d-4272-46e7-abb1-5467266b846b; 3a69805b-07ac-43b4-9662-efa217273531; d4a2294f-a26b-432f-b137-ed86772067a2; 0b51a03d-7754-4e1f-af2c-b124d0e35560; 03456bba-c79d-43f4-b206-ab339ef3c7d3; db80b2bc-8967-4e86-8725-610c615154e9; 1ea09980-2f6b-47fb-b8e0-688408d4f075; 98f831cd-b9a5-4925-8f61-a47bf40091eb; 9b5fa061-47c2-4b89-9cc4-b987030cf358; 0640c22c-1f0a-45ad-9046-d5891fe03f08,1
NBFS-DigContract Contentment: Wilingness (الإرادة): market research duration,What is the duration of market research conducted to assess willingness for the NBFS-DigContract contentment as required in compliance regulations?,Insufficient Information,Low,The company's documented answer clearly states that the duration of market research conducted to assess willingness for the NBFS-DigContract contentment is not specified. This lack of information makes it impossible to determine if the duration meets the compliance requirement.,"The company should provide specific details regarding the duration of the market research conducted to assess willingness, including any timelines or requirements from the relevant compliance regulations, to achieve compliance.",The provided context does not specify the duration of the market research conducted to assess willingness for the NBFS-DigContract contentment as required in compliance regulations.,ff9abf3d-4272-46e7-abb1-5467266b846b; aab87095-ca9e-44a0-a19f-f670856fc5ed; 8d035087-7f49-4019-a1b9-416ba1f3c936; d4a2294f-a26b-432f-b137-ed86772067a2; 03456bba-c79d-43f4-b206-ab339ef3c7d3; 3a69805b-07ac-43b4-9662-efa217273531; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; b46d0c91-4d2d-469b-91d7-1e8681f37bb8; e89a1457-ffeb-4b13-b8a6-8735fe75858a; 1ea09980-2f6b-47fb-b8e0-688408d4f075,0
NBFS-DigContract Contentment: Offering (الإيجاب),"What specific controls and processes are outlined for verifying customer consent and identity in the electronic contracts related to the Digital Financial Technology Regulations, particularly under the sections discussing service provider obligations in the context of ""NBFS-DigContract Contentment: Offering (الإيجاب)""?",Compliant,High,"The company's documented answer outlines a robust digital identity verification process that meets the specifications for verifying customer consent and identity as required by the Digital Financial Technology Regulations. It details the implementation of eKYC checks, ID scanning, liveness checks, and OTP verification, aligning well with the outlined requirements in Sections II and III regarding service provider obligations.",None required.,"The specific controls and processes outlined for verifying customer consent and identity in electronic contracts, particularly under the service provider obligations of the Digital Financial Technology Regulations, involve the implementation of a robust digital identity verification process that includes comprehensive Know Your Client (eKYC) checks, validating user identities through ID scanning, liveness checks, and One-Time Password (OTP) verification, ensuring secure and compliant digital transactions.",3a69805b-07ac-43b4-9662-efa217273531; ff9abf3d-4272-46e7-abb1-5467266b846b; 03456bba-c79d-43f4-b206-ab339ef3c7d3; edc87a10-2155-4e98-8053-b0a1434c172b; 0640c22c-1f0a-45ad-9046-d5891fe03f08; 0b51a03d-7754-4e1f-af2c-b124d0e35560; d4a2294f-a26b-432f-b137-ed86772067a2; 98f831cd-b9a5-4925-8f61-a47bf40091eb; 1ea09980-2f6b-47fb-b8e0-688408d4f075; db80b2bc-8967-4e86-8725-610c615154e9,1
NBFS-DigContract Contentment: Offering (الإيجاب): Full Disclosure Purpose+Rights+Obligations,"What are the requirements for full disclosure of purpose, rights, and obligations in the context of digital contracts under the digital financial technology regulations?",Compliant,Medium,"The company's documented answer indicates the importance of clear, user-friendly service agreements that outline terms, conditions, and specifics of the service, which aligns with the requirement for full disclosure of purpose, rights, and obligations in digital contracts. However, the response lacks detailed specifics that would provide a clearer verification of compliance with all aspects of the requirement.","It would be beneficial for the company to enhance their documentation by including specific examples or templates of the service agreements that demonstrate full disclosure of purpose, rights, and obligations as prescribed in the regulations.","The specific requirements for full disclosure of purpose, rights, and obligations in the context of digital contracts under the digital financial technology regulations are not explicitly detailed in the provided context. However, it can be inferred that ensuring clear, user-friendly service agreements that outline terms, conditions, and specifics of the service is essential for compliance and transparency in digital transactions.",98f831cd-b9a5-4925-8f61-a47bf40091eb; ff9abf3d-4272-46e7-abb1-5467266b846b; d4a2294f-a26b-432f-b137-ed86772067a2; 3a69805b-07ac-43b4-9662-efa217273531; db80b2bc-8967-4e86-8725-610c615154e9; a0ca1eef-03a8-4e1a-a16a-55e985b6f912; de8dc633-b7a6-4052-a58a-d20acb4f399b; edc87a10-2155-4e98-8053-b0a1434c172b; 0640c22c-1f0a-45ad-9046-d5891fe03f08; 03456bba-c79d-43f4-b206-ab339ef3c7d3,1
NBFS-DigContract Contentment: Offering (الإيجاب): awarness duration,What is the specified duration of customer awareness required for the offer (الإيجاب) in the context of NBFS-DigContract compliance?,Insufficient Information,Low,The company's documented answer indicates that there is no specified duration of customer awareness required for the offer (الإيجاب) in the context of NBFS-DigContract compliance. This lack of clarity means that it is not possible to determine compliance with the requirement.,The company should provide documentation or evidence that specifies the duration of customer awareness required for the offer (الإيجاب) to establish compliance with the NBFS-DigContract requirements.,The provided context does not specify the duration of customer awareness required for the offer (الإيجاب) in the context of NBFS-DigContract compliance.,1ea09980-2f6b-47fb-b8e0-688408d4f075; 03456bba-c79d-43f4-b206-ab339ef3c7d3; ff9abf3d-4272-46e7-abb1-5467266b846b; 9b5fa061-47c2-4b89-9cc4-b987030cf358; 3a69805b-07ac-43b4-9662-efa217273531; d4a2294f-a26b-432f-b137-ed86772067a2; c240241f-8a5d-4356-a9c2-714e6eb8a77e; db80b2bc-8967-4e86-8725-610c615154e9; 83e7ff8e-95a1-4a61-8d6a-6a83ac707022; 0b51a03d-7754-4e1f-af2c-b124d0e35560,0
NBFS-DigContract Contentment: Acceptance & eSign (القبول والتوقيع الالكتروني),What are the requirements and processes for customer acceptance and electronic signature verification for digital contracts as per the regulations and standards outlined in the Digital Identity and Digital Contract controls?,Compliant,High,"The company's documented practices outline a comprehensive process for user identity validation, digital ID creation, data matching, digital signature execution, and contract storage and notification that align with the requirements specified in the Digital Identity and Digital Contract controls. The response covers all critical steps necessary for compliance, demonstrating a robust framework for handling electronic signatures and customer acceptance of digital contracts.",None required.,"The requirements and processes for customer acceptance and electronic signature verification for digital contracts, as outlined in the Digital Identity and Digital Contract controls, involve several key steps: 

1. **User Identity Validation**: Customers must undergo identity validation, which includes ID scanning, liveness checks, and One-Time Password (OTP) verification to establish their digital identity.

2. **Creating a Digital ID**: Users are prompted to create a digital ID within the GateID system, ensuring that their identity is verified and secure.

3. **Data Matching**: GateID validates that the user data provided by the partner, such as user ID and national ID, matches the customer's confirmed identity data.

4. **Digital Signature Execution**: Once validation is successful, the user is notified of the contract, allowing them to digitally sign it directly through the GateID app.

5. **Contract Storage and Notification**: The signed contract is stored securely within the GateID system, and the partner is notified of the successful signing, ensuring compliance with regulatory standards.

These processes ensure a secure and compliant framework for handling electronic signatures and customer acceptance of digital contracts.",3a69805b-07ac-43b4-9662-efa217273531; 0640c22c-1f0a-45ad-9046-d5891fe03f08; ff9abf3d-4272-46e7-abb1-5467266b846b; d4a2294f-a26b-432f-b137-ed86772067a2; edc87a10-2155-4e98-8053-b0a1434c172b; 0ef7e1ba-491b-48a2-9f03-edc9d5b20d7d; 03456bba-c79d-43f4-b206-ab339ef3c7d3; 98f831cd-b9a5-4925-8f61-a47bf40091eb; a0ca1eef-03a8-4e1a-a16a-55e985b6f912; 83e7ff8e-95a1-4a61-8d6a-6a83ac707022,1
NBFS-DigContract In-Effectiveness,"What procedures are in place to evaluate the effectiveness of the ""NBFS-DigContract"" compliance controls in relation to digital contract regulations and requirements specified by Law No. 5 of 2022?",Compliant,High,"The company's documented procedures adequately outline steps to evaluate the effectiveness of the ""NBFS-DigContract"" compliance controls. They include regular audits, risk assessments, adherence to data protection regulations, monitoring compliance with guidelines from the Financial Regulatory Authority, and training programs for staff, all relevant to the requirements set forth by Law No. 5 of 2022.",None required.,"The procedures in place to evaluate the effectiveness of the ""NBFS-DigContract"" compliance controls include conducting regular audits and risk assessments, ensuring adherence to relevant data protection regulations, monitoring compliance with the Financial Regulatory Authority's (FRA) guidelines, and implementing continuous training and awareness programs for staff on compliance requirements related to digital contracts.",ff9abf3d-4272-46e7-abb1-5467266b846b; 3a69805b-07ac-43b4-9662-efa217273531; d4a2294f-a26b-432f-b137-ed86772067a2; edc87a10-2155-4e98-8053-b0a1434c172b; 0640c22c-1f0a-45ad-9046-d5891fe03f08; 83e7ff8e-95a1-4a61-8d6a-6a83ac707022; 9b5fa061-47c2-4b89-9cc4-b987030cf358; 3cfccdd9-0bfb-4c18-85ac-c3afb89304ff; 021c791a-1f37-4a0b-ad22-e2873488a0e7; 0eac2690-da5d-4cce-824d-76b51bcbfe15,1
NBFS-DigContract In-Effectiveness: Saving in DigRegistry (with apprpriate encryption/hashing),"What measures are in place to ensure the effectiveness of NBFS-DigContract, specifically regarding the encryption and hashing methods used for saving data in the DigRegistry?",Compliant,High,"The company's response outlines clear measures for ensuring the effectiveness of NBFS-DigContract through the implementation of strong encryption methods for both data at rest and in transit, as well as the use of SHA-256 for hashing contract documents. These measures align with compliance standards for effective data protection in the DigRegistry.",None required.,"The measures in place to ensure the effectiveness of NBFS-DigContract regarding encryption and hashing methods include the implementation of strong encryption for data at rest and in transit, as well as the use of cryptographic hash functions, such as SHA-256, to hash each contract's PDF document. This hashing ensures that any alterations to the contract can be easily detected, while the structured storage of contracts maintains their integrity and security within the DigRegistry.",9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; 3cfccdd9-0bfb-4c18-85ac-c3afb89304ff; d4a2294f-a26b-432f-b137-ed86772067a2; edc87a10-2155-4e98-8053-b0a1434c172b; f0c3a3ac-10f1-4d7c-8217-cb4976628492; d96549a8-c22a-43c3-9a40-ff9c23f635ba; 0640c22c-1f0a-45ad-9046-d5891fe03f08; c9a87e86-178d-440a-ba09-1b169e23a0d6; 4bbcc0f7-8686-41f4-813e-5e846320dac6; ff9abf3d-4272-46e7-abb1-5467266b846b,1
NBFS-DigContract In-Effectiveness: Encryption includes PSP.eg (CBE) for MediumTrust contracts,"What encryption technologies, specifically PSP.eg (CBE), are employed for MediumTrust contracts in compliance with the NBFS-DigContract requirements regarding in-effectiveness?",Insufficient Information,Low,"The company's documented answer explicitly states that it cannot provide information regarding the specific encryption technologies for MediumTrust contracts, including PSP.eg (CBE), which directly relates to the compliance requirement. This lack of detail indicates an inability to assess compliance adequately.","The company should provide detailed documentation on the encryption technologies employed for MediumTrust contracts, specifically confirming the use of PSP.eg (CBE) and any other related encryption measures, to demonstrate compliance with the NBFS-DigContract requirements.","The provided context does not mention specific encryption technologies for MediumTrust contracts in compliance with the NBFS-DigContract requirements regarding in-effectiveness, including PSP.eg (CBE). Therefore, I cannot provide an answer to that question.",d4a2294f-a26b-432f-b137-ed86772067a2; edc87a10-2155-4e98-8053-b0a1434c172b; ff9abf3d-4272-46e7-abb1-5467266b846b; 3cfccdd9-0bfb-4c18-85ac-c3afb89304ff; 0640c22c-1f0a-45ad-9046-d5891fe03f08; f0c3a3ac-10f1-4d7c-8217-cb4976628492; d96549a8-c22a-43c3-9a40-ff9c23f635ba; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; 3a69805b-07ac-43b4-9662-efa217273531; 55f0a523-eaec-4e6a-89aa-cabf9164ec36,0
NBFS-DigContract In-Effectiveness: Encryption includes PKI.CA.eg (ITIDA) for ElevatedTrust contracts,"What encryption methods, specifically involving PKI.CA.eg (ITIDA), are utilized for ElevatedTrust contracts to ensure compliance with NBFS-DigContract effectiveness requirements?",Insufficient Information,Low,"The company's documented answer indicates a lack of specifics regarding the encryption methods used in relation to PKI.CA.eg (ITIDA) for ElevatedTrust contracts, which are necessary to satisfy the compliance requirement. Consequently, this limits the ability to assess compliance accurately.","The company should provide detailed documentation outlining the specific encryption methods utilized in conjunction with PKI.CA.eg (ITIDA) for ElevatedTrust contracts, as well as how these methods ensure compliance with NBFS-DigContract effectiveness requirements.","The provided context does not specify any encryption methods related to PKI.CA.eg (ITIDA) or ElevatedTrust contracts, nor does it detail compliance specifics regarding NBFS-DigContract effectiveness requirements. Therefore, I cannot provide an answer to that question.",edc87a10-2155-4e98-8053-b0a1434c172b; 3a69805b-07ac-43b4-9662-efa217273531; ff9abf3d-4272-46e7-abb1-5467266b846b; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; 0640c22c-1f0a-45ad-9046-d5891fe03f08; d4a2294f-a26b-432f-b137-ed86772067a2; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; f0c3a3ac-10f1-4d7c-8217-cb4976628492; 83e7ff8e-95a1-4a61-8d6a-6a83ac707022,0
NBFS-DigContract In-Effectiveness: Retrieving from DigRegistry,"What procedures are in place for retrieving the effectiveness status of NBFS-DigContracts from the DigRegistry, and how does this align with the Digital Contract Controls outlined in the legal framework?",Insufficient Information,Low,"The company's documented answer indicates a lack of specified procedures for retrieving the effectiveness status of NBFS-DigContracts from the DigRegistry, as well as insufficient elaboration on alignment with Digital Contract Controls. This absence of detail provides no evidence that compliance requirements are met.",The company should provide detailed procedures for retrieving the effectiveness status and explain how these procedures align with the Digital Contract Controls outlined in the legal framework. Documenting these processes is crucial for demonstrating compliance.,"The provided context does not specify procedures for retrieving the effectiveness status of NBFS-DigContracts from the DigRegistry, nor does it elaborate on how this aligns with the Digital Contract Controls in the legal framework. Therefore, I cannot provide an answer to your question based on the available information.",ff9abf3d-4272-46e7-abb1-5467266b846b; 0640c22c-1f0a-45ad-9046-d5891fe03f08; edc87a10-2155-4e98-8053-b0a1434c172b; 3cfccdd9-0bfb-4c18-85ac-c3afb89304ff; d4a2294f-a26b-432f-b137-ed86772067a2; 3a69805b-07ac-43b4-9662-efa217273531; c9a87e86-178d-440a-ba09-1b169e23a0d6; 0f81d73f-2e2b-4ce4-bccc-f36725cad694; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; 54794e6c-5c1f-4b2b-ab88-b700f005ae58,0
NBFS-DigContract In-Effectiveness: Confirming executed copy,"Is there an executed copy of the NBFS-DigContract available in the digital record storage, and does it comply with the requirements for electronic contract storage as outlined in the Digital Financial Technology Regulations?",Insufficient Information,Low,"The company's documented answer does not provide any specific information regarding the availability of the executed copy of the NBFS-DigContract or its compliance with the electronic contract storage requirements outlined in the Digital Financial Technology Regulations. Without this information, it is impossible to assess compliance accurately.",The company should provide documentation or specific details indicating whether an executed copy of the NBFS-DigContract is stored in compliance with the Digital Financial Technology Regulations. This includes information on the encryption technology used and verification that the contract meets the necessary storage and security standards required for electronic contracts.,"The provided context does not include specific information regarding the availability of an executed copy of the NBFS-DigContract or its compliance with the Digital Financial Technology Regulations for electronic contract storage. Therefore, I cannot confirm its status or compliance.",3cfccdd9-0bfb-4c18-85ac-c3afb89304ff; 3a69805b-07ac-43b4-9662-efa217273531; ff9abf3d-4272-46e7-abb1-5467266b846b; 0640c22c-1f0a-45ad-9046-d5891fe03f08; edc87a10-2155-4e98-8053-b0a1434c172b; d96549a8-c22a-43c3-9a40-ff9c23f635ba; 98f831cd-b9a5-4925-8f61-a47bf40091eb; c9a87e86-178d-440a-ba09-1b169e23a0d6; de8dc633-b7a6-4052-a58a-d20acb4f399b; f0c3a3ac-10f1-4d7c-8217-cb4976628492,0
NBFS-DigContract In-Effectiveness: Initial-Transacting (انتهاء صلاحية حق العدول),"What processes and controls are in place to ensure that digital contracts, specifically related to the ""NBFS-DigContract"" type, are effectively managed and include appropriate terms for the termination of the rights to withdraw, and how do these align with the requirements specified in the Digital Financial Technology Regulations?",Compliant,High,"The company's documented practices indicate a clear and user-friendly process for the termination of rights to withdraw from digital contracts, specifically the ""NBFS-DigContract."" The mention of outlining these terms explicitly within service agreements demonstrates transparency, which aligns well with the Digital Financial Technology Regulations. Furthermore, the processes for secure storage and digital confirmation upon termination indicate a robust mechanism that supports regulatory requirements.",None required.,"The management of digital contracts, including the ""NBFS-DigContract"" type, involves a user-friendly termination process that allows customers to initiate termination without hurdles, in line with the requirements of the Digital Financial Technology Regulations. Additionally, the terms for the termination of rights to withdraw are clearly outlined within the service agreement, which is designed to ensure transparency. The digital signing process also includes mechanisms for storing agreements securely and providing digital confirmation upon termination, aligning with regulatory compliance and enhancing customer assurance.",03456bba-c79d-43f4-b206-ab339ef3c7d3; 1ea09980-2f6b-47fb-b8e0-688408d4f075; d4a2294f-a26b-432f-b137-ed86772067a2; 0640c22c-1f0a-45ad-9046-d5891fe03f08; ff9abf3d-4272-46e7-abb1-5467266b846b; 3a69805b-07ac-43b4-9662-efa217273531; edc87a10-2155-4e98-8053-b0a1434c172b; 17198c7e-9e35-47a9-b6b0-824af6b40110; 83e7ff8e-95a1-4a61-8d6a-6a83ac707022; 0eac2690-da5d-4cce-824d-76b51bcbfe15,1
NBFS-eContract SEQUENCE: State-Machine-Time Logging in DigRegistry,"What are the specific logging requirements for the state-machine-time within the NBFS-eContract in the DigRegistry, and how are these logs maintained in compliance with digital identity and contract regulations?",Insufficient Information,Low,The company's documented answer explicitly states that there is no specific information regarding the logging requirements for the state-machine-time within the NBFS-eContract in the DigRegistry. This lack of details makes it impossible to evaluate whether the company's practices meet the compliance requirement related to logging and maintaining logs in line with digital identity and contract regulations.,"The company should provide detailed documentation on the specific logging requirements for state-machine-time, including log content, format, retention periods, security measures, and how these logs comply with digital identity and contract regulations.","The provided context does not contain specific information regarding the logging requirements for the state-machine-time within the NBFS-eContract in the DigRegistry, nor does it detail how these logs are maintained in compliance with digital identity and contract regulations. Therefore, I cannot provide an answer to your question based on the available context.",0f81d73f-2e2b-4ce4-bccc-f36725cad694; edc87a10-2155-4e98-8053-b0a1434c172b; 0640c22c-1f0a-45ad-9046-d5891fe03f08; 3cfccdd9-0bfb-4c18-85ac-c3afb89304ff; 0ef7e1ba-491b-48a2-9f03-edc9d5b20d7d; ceb227dc-7fa2-4d70-9162-f647f83ae030; 98f831cd-b9a5-4925-8f61-a47bf40091eb; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; f0c3a3ac-10f1-4d7c-8217-cb4976628492; c9a87e86-178d-440a-ba09-1b169e23a0d6,0
NBFS-eContract SEQUENCE: time and proof of Eligibility,What are the documented procedures and systems in place to ensure the verification of time and proof of eligibility for the NBFS-eContract as per the compliance requirements outlined in the Digital Financial Technology Regulations?,Compliant,High,"The company's documented procedures effectively outline a comprehensive digital identity verification process, including the required EKYB checks, which align with the detailed protocols specified in the Digital Financial Technology Regulations. The mention of transaction logs, secure storage of contracts, and the use of a centralized blockchain-like system for contract integrity address the regulatory needs for time verification and eligibility proof.",None required.,"The documented procedures and systems in place to ensure the verification of time and proof of eligibility for the NBFS-eContract, as per the compliance requirements outlined in the Digital Financial Technology Regulations, include the use of a robust digital identity verification process that incorporates advanced Know Your Business (EKYB) checks, including liveness checks and One-Time Password (OTP) verification. Additionally, GateID maintains transaction logs, securely stores contracts, and employs a centralized blockchain-like system to ensure the integrity and proof of contracts, aligning with regulatory standards.",ff9abf3d-4272-46e7-abb1-5467266b846b; edc87a10-2155-4e98-8053-b0a1434c172b; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; db80b2bc-8967-4e86-8725-610c615154e9; 3a69805b-07ac-43b4-9662-efa217273531; d4a2294f-a26b-432f-b137-ed86772067a2; ae1dbe55-2bd2-4a40-ad12-07a42cc6b3ae; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; 0640c22c-1f0a-45ad-9046-d5891fe03f08; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c,1
"NBFS-eContract SEQUENCE: appripriate ""market-research"" duration (Willingliness)","What is the defined duration for ""market-research"" within the NBFS-eContract SEQUENCE for assessing customer willingness, as required by the compliance standards?",Insufficient Information,Low,"The company's response does not provide any specified duration for the ""market-research"" portion of the NBFS-eContract SEQUENCE. It clearly states that the duration is not specified in the provided context, which leaves a crucial aspect of the compliance requirement unaddressed.","The company should provide definitive documentation or evidence regarding the defined duration for the ""market-research"" phase as stipulated within the NBFS-eContract SEQUENCE in order to meet the compliance requirement.","The defined duration for ""market-research"" within the NBFS-eContract SEQUENCE for assessing customer willingness, as required by the compliance standards, is not specified in the provided context.",8d035087-7f49-4019-a1b9-416ba1f3c936; 03456bba-c79d-43f4-b206-ab339ef3c7d3; b46d0c91-4d2d-469b-91d7-1e8681f37bb8; ff9abf3d-4272-46e7-abb1-5467266b846b; e89a1457-ffeb-4b13-b8a6-8735fe75858a; aab87095-ca9e-44a0-a19f-f670856fc5ed; 1ea09980-2f6b-47fb-b8e0-688408d4f075; 3a69805b-07ac-43b4-9662-efa217273531; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; d4a2294f-a26b-432f-b137-ed86772067a2,0
